"category","project","external_id","name","kind","status","reference_xyz","tp_command","reference_type","derived","geometry_type","geometry_extent","parent","database_id"
"Remote sites","Ravensreach","RRCH-GRANGE","Grange Hall","building","complete","-66, 68, -361","/tp @s -66 68 -361","catalog entrance","false","bounds","x[-65…-41] y[67…90] z[-370…-352]","Ravensreach","wft_0b3cc48e9d6ecd9d"
"Remote sites","Ravensreach","RRCH-MARKET","Market Hall","building","complete","-51, 68, -343","/tp @s -51 68 -343","catalog entrance","false","bounds","x[-73…-39] y[67…84] z[-344…-323]","Ravensreach","wft_cb92f5647a87a847"
"Remote sites","Ravensreach","RRCH-MASON","Mason cottage","building","complete","-58, 68, -375","/tp @s -58 68 -375","catalog entrance","false","bounds","x[-58…-46] y[67…77] z[-380…-370]","Ravensreach","wft_fdb1a03cd6ec1b4a"
"Remote sites","Ravensreach","RRCH-TOWN-HALL","Original Town Hall shell within Moot Hall","building","complete","-85, 68, -368","/tp @s -85 68 -368","catalog entrance","false","bounds","x[-98…-72] y[67…80] z[-381…-368]","Ravensreach","wft_e03d669eb480fd60"
"Remote sites","Ravensreach","RRCH-SCOUT","Scout cottage","building","complete","-58, 68, -350","/tp @s -58 68 -350","catalog entrance","false","bounds","x[-64…-52] y[67…77] z[-350…-340]","Ravensreach","wft_a15eecb25e08cc19"
"Remote sites","Ravensreach","RRCH-STEWARD","Steward cottage","building","complete","-112, 68, -350","/tp @s -112 68 -350","catalog entrance","false","bounds","x[-118…-106] y[67…77] z[-350…-340]","Ravensreach","wft_82ac911e83071c18"
"Remote sites","Ravensreach","RRCH-SURVEYOR","Surveyor cottage","building","complete","-85, 68, -400","/tp @s -85 68 -400","catalog entrance","false","bounds","x[-91…-79] y[67…77] z[-407…-400]","Ravensreach","wft_930a8db31b6cb14e"
"Remote sites","Ravensreach","RRCH-STOREHOUSE","Town storehouse","building","complete","-85, 68, -408","/tp @s -85 68 -408","catalog entrance","false","bounds","x[-95…-75] y[67…74] z[-420…-408]","Ravensreach","wft_5b2070b4b916cc10"
"Remote sites","Westlight District","WD-INN","Beacon Inn","building","complete","-408, 68, -480","/tp @s -408 68 -480","catalog entrance","false","bounds","x[-428…-408] y[67…108] z[-496…-464]","Westlight District","wft_9f056abae93b8469"
"Remote sites","Westlight District","WD-FERRY","Ferry Bell House","building","complete","-316, 68, -474","/tp @s -316 68 -474","catalog entrance","false","bounds","x[-316…-302] y[67…80] z[-482…-466]","Westlight District","wft_960a100476ed0560"
"Remote sites","Westlight District","WD-FIELD","Field House pavilion","building","complete","-394, 68, -484","/tp @s -394 68 -484","catalog entrance","false","bounds","x[-402…-386] y[67…76] z[-502…-484]","Westlight District","wft_8f2a9a4f8f67241d"
"Remote sites","Westlight District","WD-GATEHEAD","Gatehead House","building","complete","-334, 68, -484","/tp @s -334 68 -484","catalog entrance","false","bounds","x[-334…-320] y[67…83] z[-492…-476]","Westlight District","wft_62c73a1f7a51da24"
"Remote sites","Westlight District","WD-SHOP-A","High Street shop A","building","complete","-400, 68, -470","/tp @s -400 68 -470","catalog entrance","false","bounds","x[-404…-397] y[67…82] z[-470…-448]","Westlight District","wft_e11edb4025a84b21"
"Remote sites","Westlight District","WD-SHOP-B","High Street shop B","building","complete","-393, 68, -470","/tp @s -393 68 -470","catalog entrance","false","bounds","x[-396…-390] y[67…83] z[-470…-448]","Westlight District","wft_3f2395ddeafd7579"
"Remote sites","Westlight District","WD-SHOP-C","High Street shop C","building","complete","-386, 68, -470","/tp @s -386 68 -470","catalog entrance","false","bounds","x[-389…-383] y[67…84] z[-470…-448]","Westlight District","wft_d26c4db2a213ef64"
"Remote sites","Westlight District","WD-SHOP-D","High Street shop D","building","complete","-379, 68, -470","/tp @s -379 68 -470","catalog entrance","false","bounds","x[-382…-377] y[67…82] z[-470…-448]","Westlight District","wft_f5a59d6f95a39aa9"
"Remote sites","Westlight District","WD-SHOP-E","High Street shop E","building","complete","-370, 68, -470","/tp @s -370 68 -470","catalog entrance","false","bounds","x[-373…-366] y[67…83] z[-470…-448]","Westlight District","wft_6e71ce3f3730ed85"
"Remote sites","Westlight District","WD-SHOP-F","High Street shop F","building","complete","-362, 68, -470","/tp @s -362 68 -470","catalog entrance","false","bounds","x[-365…-359] y[67…84] z[-470…-448]","Westlight District","wft_372b36aedf5bd758"
"Remote sites","Westlight District","WD-SHOP-G","High Street shop G","building","complete","-355, 68, -470","/tp @s -355 68 -470","catalog entrance","false","bounds","x[-358…-353] y[67…82] z[-470…-448]","Westlight District","wft_ee9c84d537df4b91"
"Remote sites","Westlight District","WD-LANTERN","Lantern Hall","building","complete","-326, 68, -500","/tp @s -326 68 -500","catalog entrance","false","bounds","x[-334…-318] y[67…76] z[-514…-500]","Westlight District","wft_191b7612742078a2"
"Remote sites","Westlight District","WD-BREW","Malt & Lantern brew-barn","building","complete","-344, 68, -468","/tp @s -344 68 -468","catalog entrance","false","bounds","x[-352…-326] y[67…84] z[-468…-446]","Westlight District","wft_8f21e66fbb77bb91"
"Remote sites","Westlight District","WD-SKIFF","Skiff House","building","complete","-280, 68, -502","/tp @s -280 68 -502","catalog entrance","false","bounds","x[-286…-274] y[67…75] z[-512…-502]","Westlight District","wft_b30742cf18942370"
"PassageWay access","Mainstreet America","SAFE-S01","Apartment safe room","room","complete","214, 110, 146","/tp @s 214 110 146","derived bounds center","true","bounds","x[208…220] y[105…114] z[140…151]","Concealed one-bedroom penthouse","wft_48f2b17159226d47"
"PassageWay access","Mainstreet America","C01-ARENA-HANGAR-WAYFINDING","Arena-to-hangar illuminated route","sidewalk","complete","207, 62, 108","/tp @s 207 62 108","path start","false","path","x[150…207] y[62] z[108] · 2 waypoints","Earth-covered east operations complex","wft_f4cc0fd8891826c2"
"PassageWay access","Mainstreet America","C01-ARENA-MEDICAL-DECON","C01 arena medical and decon zone","room","complete","239, 65, 123","/tp @s 239 65 123","derived bounds center","true","bounds","x[233…245] y[62…68] z[116…129]","Emergency training arena","wft_c93fd50a4a59b955"
"PassageWay access","Mainstreet America","C01-PHASE1-LANDFORM-EAST","C01 east concealment landform","landscape","complete","248, 107, 155","/tp @s 248 107 155","derived bounds center","true","bounds","x[235…260] y[95…118] z[139…171]","Mountain Surface Operations","wft_30bbf3d018bc6521"
"PassageWay access","Mainstreet America","C01-EAST-EDGE-ROAD-PHASE1","C01 East Edge Road","road","complete","123, 66, 226","/tp @s 123 66 226","derived bounds center","true","bounds","x[120…125] y[64…67] z[206…245]","Mountain Surface Operations","wft_3e5adb2437b66920"
"PassageWay access","Mainstreet America","C01-EAST-ROAD-DIRECTORY-GATE","C01 East Edge Road gate directory","landmark","complete","119, 66, 231","/tp @s 119 66 231","derived bounds center","true","bounds","x[119] y[65…67] z[230…232]","C01 East Edge Road","wft_570fd71e65fe20ad"
"PassageWay access","Mainstreet America","C01-EAST-ROAD-DIRECTORY-NORTH","C01 East Edge Road north directory","landmark","complete","119, 66, 208","/tp @s 119 66 208","derived bounds center","true","bounds","x[119] y[65…67] z[207…208]","C01 East Edge Road","wft_feb9d96cc31f25a5"
"PassageWay access","Mainstreet America","C01-STAIR-CORE-PRIMARY","C01 enclosed primary stair core","utility","complete","210, ~, 158","/tp @s 210 ~ 158","derived bounds center","true","bounds","x[204…216] y[50…110] z[152…164]","Earth-covered east operations complex","wft_d2a8d5c65b055fe1"
"PassageWay access","Mainstreet America","C01-HANGAR-RESCUE-VEHICLE","C01 hangar rescue vehicle","landmark","complete","164, 65, 128","/tp @s 164 65 128","derived bounds center","true","bounds","x[156…172] y[62…68] z[122…133]","Underground aircraft hangar and maintenance hall","wft_4a04981829d5c22e"
"PassageWay access","Mainstreet America","C01-ARENA-RESPONSE-COURSE","C01 incident-response obstacle course","room","complete","228, 65, 105","/tp @s 228 65 105","derived bounds center","true","bounds","x[211…245] y[62…68] z[85…124]","Emergency training arena","wft_bc4ba67f01ea974e"
"PassageWay access","Mainstreet America","ROUTE:C01-PRIMARY-STAIR","C01 lower operations to office primary stair route","custom","complete","206, 51, 154","/tp @s 206 51 154","path start","false","path","x[206…214] y[51…106] z[154…162] · 5 waypoints","Earth-covered east operations complex","wft_44c5c159eb58ba9a"
"PassageWay access","Mainstreet America","C01-HANGAR-AIRCRAFT-A","C01 north-west utility aircraft display","landmark","complete","149, 65, 96","/tp @s 149 65 96","derived bounds center","true","bounds","x[138…160] y[62…67] z[88…104]","Underground aircraft hangar and maintenance hall","wft_8dffa0e5aec181a4"
"PassageWay access","Mainstreet America","C01-PUBLIC-PORTAL-APPROACH-PHASE1","C01 public portal east approach relation","custom","complete","122, 65, 231","/tp @s 122 65 231","path start","false","path","x[116…122] y[65] z[204…231] · 3 waypoints","Mountain complex public portal and approach","wft_2661792989425dcf"
"PassageWay access","Mainstreet America","C01-PUBLIC-CONNECTOR-DOGLEG-PHASE2","C01 recessed portal dogleg connector","custom","complete","143, 64, 201","/tp @s 143 64 201","path start","false","path","x[139…143] y[62…64] z[166…201] · 8 waypoints","C01 recessed public portal","wft_019e00465e3fc3f0"
"PassageWay access","Mainstreet America","C01-PUBLIC-PORTAL-DIRECTORY-PHASE2","C01 recessed portal interior directory","landmark","complete","147, 65, 187","/tp @s 147 65 187","derived bounds center","true","bounds","x[146…147] y[63…66] z[187]","C01 recessed public portal","wft_8845fa738e0e1b7a"
"PassageWay access","Mainstreet America","C01-PUBLIC-PORTAL-RECESSED-PHASE2","C01 recessed public portal","building","complete","143, 66, 182","/tp @s 143 66 182","derived bounds center","true","bounds","x[139…147] y[62…69] z[163…201]","Earth-covered east operations complex","wft_8a29b90efebe1a80"
"PassageWay access","Mainstreet America","C01-HANGAR-ROTORCRAFT-B","C01 south-west rotorcraft display","landmark","complete","129, 65, 118","/tp @s 129 65 118","derived bounds center","true","bounds","x[118…139] y[62…68] z[109…127]","Underground aircraft hangar and maintenance hall","wft_e9abbbef0469cd26"
"PassageWay access","Mainstreet America","C01-PHASE1-LANDFORM-SOUTHWEST","C01 southwest concealment landform","landscape","complete","192, 106, 194","/tp @s 192 106 194","derived bounds center","true","bounds","x[176…207] y[93…118] z[182…205]","Mountain Surface Operations","wft_650edd1f385007c5"
"PassageWay access","Mainstreet America","C01-PHASE1-LANDFORM-WEST","C01 west concealment landform","landscape","complete","160, 106, 160","/tp @s 160 106 160","derived bounds center","true","bounds","x[145…175] y[93…118] z[139…180]","Mountain Surface Operations","wft_c7175beecff66019"
"PassageWay access","Mainstreet America","OBS-S01-PLANETARIUM","Central planetarium gallery","room","complete","206, 124, 151","/tp @s 206 124 151","derived bounds center","true","bounds","x[197…215] y[121…126] z[137…165]","Griffith-inspired roof observatory","wft_1319b7737a95ad23"
"PassageWay access","Mainstreet America","OBS-S01-LENS-CENTRAL","Central research telescope objective","landmark","complete","206, 132, 143","/tp @s 206 132 143","exact catalog point","false","point","x[206] y[132] z[143]","Griffith-inspired roof observatory","wft_06898eef62013141"
"PassageWay access","Mainstreet America","ROUTE:OBS-PENTHOUSE-PRIVATE-STAIR","Concealed observatory to penthouse stair","custom","complete","217, 121, 142","/tp @s 217 121 142","path start","false","path","x[217…224] y[106…121] z[140…147] · 6 waypoints","Concealed one-bedroom penthouse","wft_a0a6ac8658344524"
"PassageWay access","Mainstreet America","APT-S01","Concealed one-bedroom penthouse","room","complete","202, 110, 160","/tp @s 202 110 160","derived bounds center","true","bounds","x[178…225] y[105…114] z[139…180]","Mountain-integrated surface hangar","wft_314f7d053050b8b6"
"PassageWay access","Mainstreet America","C01","Earth-covered east operations complex","building","complete","200, ~, 153","/tp @s 200 ~ 153","derived bounds center","true","bounds","x[100…300] y[45…105] z[70…235]","MainStreet America campus","wft_8b357c93b42b1bbd"
"PassageWay access","Mainstreet America","OBS-S01-PHOTO-CONTROL-EAST","East photo-control room","room","complete","222, 123, 162","/tp @s 222 123 162","derived bounds center","true","bounds","x[216…227] y[120…126] z[159…165]","Griffith-inspired roof observatory","wft_74cecfbe064552b0"
"PassageWay access","Mainstreet America","OBS-S01-INSTRUMENT-LAB-EAST","East solar instrument laboratory","room","complete","222, 123, 143","/tp @s 222 123 143","derived bounds center","true","bounds","x[216…227] y[120…126] z[137…149]","Griffith-inspired roof observatory","wft_ec343775a451288e"
"PassageWay access","Mainstreet America","OBS-S01-LENS-EAST","East solar-photo telescope objective","landmark","complete","222, 130, 145","/tp @s 222 130 145","exact catalog point","false","point","x[222] y[130] z[145]","Griffith-inspired roof observatory","wft_c3ce042402d98243"
"PassageWay access","Mainstreet America","OBS-S01-TELESCOPE-EAST","East telescope room","room","complete","222, 124, 151","/tp @s 222 124 151","derived bounds center","true","bounds","x[217…227] y[121…126] z[137…165]","Griffith-inspired roof observatory","wft_5ead309d32bbc1d4"
"PassageWay access","Mainstreet America","U01","East-complex continuous service shaft","utility","complete","200, ~, 153","/tp @s 200 ~ 153","derived bounds center","true","bounds","x[200] y[24…105] z[153]","Mountain Surface Operations","wft_48550a6d00177b8c"
"PassageWay access","Mainstreet America","C01-UPPER-ARENA","Emergency training arena","room","complete","225, 69, 108","/tp @s 225 69 108","derived bounds center","true","bounds","x[202…248] y[62…75] z[83…132]","Earth-covered east operations complex","wft_f85bf806e7ea63cd"
"PassageWay access","Mainstreet America","FAL-S01","Fallout shelter","room","complete","157, 86, 154","/tp @s 157 86 154","derived bounds center","true","bounds","x[149…165] y[81…91] z[144…163]","Private mountain shelter","wft_fe2aaca272092d46"
"PassageWay access","Mainstreet America","FAL-S01-DORMITORY","Fallout shelter dormitory","room","complete","153, 86, 151","/tp @s 153 86 151","derived bounds center","true","bounds","x[149…157] y[81…90] z[144…158]","Fallout shelter","wft_44fe3836db36eae0"
"PassageWay access","Mainstreet America","FAL-S01-GALLEY-COMMONS","Fallout shelter galley and commons","room","complete","161, 86, 154","/tp @s 161 86 154","derived bounds center","true","bounds","x[157…165] y[81…90] z[144…163]","Fallout shelter","wft_9d282d1c83ef9788"
"PassageWay access","Mainstreet America","BATH-S01-SHOWER","Four-head glass shower","room","complete","184, 109, 170","/tp @s 184 109 170","derived bounds center","true","bounds","x[179…189] y[105…112] z[165…175]","Marble-and-glass spa bath","wft_e16cfb4948d0343f"
"PassageWay access","Mainstreet America","VLT-G01-LOWER","Grand vault lower gallery","room","complete","246, 49, 205","/tp @s 246 49 205","derived bounds center","true","bounds","x[230…262] y[44…54] z[184…226]","Three-level grand treasury vault","wft_d1461ecec608e8c7"
